pathway,overlap_genes,overlap_count,pathway_size,enrichment_ratio,pvalue,rank,fdr
GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND,"XBP1, ATF4, INS, NKX6-1, GCK, SOX9, HSPA5",7,698,11.8,8.768306675346055e-07,148,1.6956009260027303e-05
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION,"NKX6-1, GCK, INS, PDX1",4,93,50.6,9.954419732589775e-07,149,1.912050286890734e-05
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS,"DDIT3, ATF4, HSPA5",3,24,147.06,1.0210700139976606e-06,150,1.9482015867075365e-05
HP_APRAXIA,"ABCC8, INS, KCNJ11, GCK, PDX1",5,230,25.58,1.0646609257912789e-06,151,2.0179202447779075e-05
HP_ABNORMAL_URINE_PROTEIN_LEVEL,"ABCC8, INS, KCNJ11, GCK, PDX1",5,239,24.61,1.2862158999225415e-06,152,2.4218091484067857e-05
HP_ABNORMALITY_OF_MOUTH_SHAPE,"ABCC8, INS, KCNJ11, GCK, PDX1",5,242,24.31,1.3676443819380555e-06,153,2.5582994909194218e-05
GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION,"MAFA, INS, PDX1",3,27,130.72,1.473284143791268e-06,154,2.7380124802146813e-05
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,"DDIT3, ABCC8, IAPP, ATF4, INS, NKX6-1, EIF2AK3, SOX9",8,1124,8.37,1.4963176594088723e-06,155,2.762878155631092e-05
REACTOME_DEVELOPMENTAL_BIOLOGY,"IAPP, INS, NKX6-1, MAFA, GCK, PDX1, SOX9, SLC2A2",8,1142,8.24,1.6870141383371561e-06,156,3.0950220922570135e-05
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,"DDIT3, ABCC8, XBP1, ATF4, INS, EIF2AK3",6,476,14.83,1.7441406212039027e-06,159,3.139453118167025e-05
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION,"DDIT3, ABCC8, XBP1, ERN1, INS, ATF4, EIF2AK3, SOX9",8,1147,8.21,1.7435475165888617e-06,158,3.158248729416027e-05
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS,"ABCC8, XBP1, ATF4, INS, GCK, NKX6-1, PDX1, SOX9, HSPA5",9,1597,6.63,1.7386862536022296e-06,157,3.169503221534765e-05
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,"KCNJ11, INS, ABCC8, SLC2A2",4,108,43.57,1.8128775152507185e-06,161,3.222643135805936e-05
GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS,"DDIT3, XBP1, ATF4, EIF2AK3, PDX1, HSPA5",6,479,14.74,1.8089011066215608e-06,160,3.235671854469317e-05
HP_ADULT_ONSET,"ABCC8, KCNJ11, GCK, PDX1, SLC2A2",5,263,22.37,2.0584053198621626e-06,164,3.592168308198481e-05
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,"ERN1, HSPA5, XBP1",3,30,117.65,2.0417487495226435e-06,162,3.6070894574900036e-05
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS,"INS, ATF4, KCNJ11, GCK, PDX1",5,263,22.37,2.0584053198621626e-06,163,3.614206150580067e-05
HP_RENAL_CYST,"ABCC8, INS, KCNJ11, GCK, PDX1",5,269,21.87,2.2991795424119876e-06,165,3.988031424474611e-05
HP_ABNORMAL_URINE_METABOLITE_LEVEL,"ABCC8, INS, KCNJ11, GCK, PDX1, SLC2A2",6,502,14.06,2.3739008524243935e-06,166,4.09283387930037e-05
HP_SYMPTOMATIC_SEIZURES,"KCNJ11, GCK, ABCC8",3,32,110.29,2.4917340251794705e-06,168,4.244846892895027e-05
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II,"DDIT3, XBP1, ATF4, NKX6-1, MAFA, PDX1, SOX9, HSPA5",8,1202,7.83,2.4809972627324756e-06,167,4.251864770024159e-05
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION,"ABCC8, INS, KCNJ11, PDX1, GCK, NKX6-1, EIF2AK3",7,831,9.91,2.8133405005690242e-06,169,4.764367167235827e-05
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,"ABCC8, INS, KCNJ11, NKX6-1, GCK, PDX1",6,519,13.6,2.878261674813702e-06,170,4.845638184304009e-05
GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION,"NKX6-1, GCK, INS, PDX1",4,122,38.57,2.9496408144186623e-06,171,4.936767257816498e-05
GOBP_POSITIVE_REGULATION_OF_SIGNALING,"DDIT3, IAPP, XBP1, ERN1, INS, GCK, NKX6-1, PDX1, SOX9",9,1713,6.18,3.1295562210274197e-06,172,5.207435991035159e-05
HP_ABNORMALITY_OF_THE_ABDOMINAL_ORGANS,"ABCC8, INS, KCNJ11, PDX1, MAFA, GCK, EIF2AK3, SLC2A2",8,1243,7.57,3.191597705360936e-06,173,5.2799726200826585e-05
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,"DDIT3, ERN1, XBP1",3,35,100.84,3.2828063214384375e-06,174,5.399650397676326e-05
GOBP_EXPORT_FROM_CELL,"ABCC8, INS, KCNJ11, MAFA, GCK, NKX6-1, PDX1",7,858,9.6,3.4791720396340655e-06,175,5.689937358532969e-05
GOBP_RESPONSE_TO_INORGANIC_SUBSTANCE,"ABCC8, ERN1, ATF4, EIF2AK3, PDX1, HSPA5",6,538,13.12,3.542458219572201e-06,176,5.7605201275088855e-05
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION,"NKX6-1, GCK, INS, PDX1",4,128,36.76,3.571339362321346e-06,177,5.774674155346719e-05
HP_WEIGHT_LOSS,"ABCC8, INS, KCNJ11, GCK, PDX1",5,298,19.74,3.794290496942172e-06,179,6.066625364384635e-05
HP_ABNORMALITY_OF_THE_KIDNEY,"ABCC8, INS, KCNJ11, PDX1, GCK, EIF2AK3, SOX9, SLC2A2",8,1272,7.4,3.7936476085575983e-06,178,6.099673851512273e-05
HP_ABNORMAL_PERIPHERAL_NERVOUS_SYSTEM_MORPHOLOGY,"ABCC8, INS, KCNJ11, MAFA, GCK, PDX1",6,548,12.88,3.93940759173604e-06,181,6.229052225164943e-05
GOBP_POSITIVE_REGULATION_OF_SECRETION,"XBP1, INS, NKX6-1, GCK, PDX1",5,300,19.61,3.920266010258285e-06,180,6.233222956310672e-05
GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING,"INS, EIF2AK3, MAFA, PDX1, SOX9",5,302,19.48,4.04951165378425e-06,183,6.333170684770777e-05
GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT,"PDX1, SOX9, NKX6-1, EIF2AK3",4,132,35.65,4.036539161866828e-06,182,6.347568725968606e-05
GOBP_POSITIVE_REGULATION_OF_TRANSPORT,"ABCC8, XBP1, ATF4, INS, GCK, NKX6-1, PDX1",7,891,9.24,4.468096447702739e-06,184,6.949832626807196e-05
GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS,"XBP1, ATF4, EIF2AK3, SOX9, HSPA5",5,309,19.04,4.528512632686591e-06,185,7.005731434999472e-05
HP_ABNORMAL_CIRCULATING_PROTEIN_CONCENTRATION,"ABCC8, INS, KCNJ11, PDX1, GCK, EIF2AK3",6,564,12.52,4.649675472356712e-06,186,7.154500646174682e-05
HP_BILATERAL_TONIC_CLONIC_SEIZURE,"ABCC8, INS, KCNJ11, GCK, PDX1",5,317,18.56,5.12937431042698e-06,187,7.850411377776479e-05
HP_ABNORMALITY_OF_BLOOD_CIRCULATION,"ABCC8, INS, KCNJ11, GCK, PDX1",5,323,18.21,5.61982005090577e-06,188,8.555279247708678e-05
HP_ABNORMALITY_OF_CRANIAL_SUTURES,"ABCC8, INS, KCNJ11, GCK, PDX1",5,325,18.1,5.791241485883847e-06,189,8.769594250052682e-05
GOBP_CARBOHYDRATE_METABOLIC_PROCESS,"INS, ATF4, KCNJ11, GCK, PDX1, SLC2A2",6,597,11.82,6.446798747539696e-06,190,9.710914744978217e-05
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,"DDIT3, ERN1, INS, ATF4, EIF2AK3",5,334,17.61,6.6141995057024244e-06,192,9.859291138187677e-05
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,"HSPA5, XBP1, PDX1",3,44,80.21,6.611523350767168e-06,191,9.906900434500333e-05
HP_CLINODACTYLY_OF_THE_4TH_FINGER,"KCNJ11, ABCC8",2,5,470.59,6.790143842500502e-06,193,0.00010069114858671727
GOBP_NEGATIVE_REGULATION_OF_SIGNALING,"DDIT3, ABCC8, XBP1, INS, KCNJ11, PDX1, SOX9, HSPA5",8,1384,6.8,7.1200904522209675e-06,194,0.00010503968491884748
HP_ABNORMAL_ERYTHROCYTE_MORPHOLOGY,"ABCC8, INS, KCNJ11, PDX1, GCK, EIF2AK3",6,612,11.53,7.4325920192016054e-06,195,0.00010908758132797433
GOBP_RESPONSE_TO_METAL_ION,"ABCC8, ATF4, EIF2AK3, PDX1, HSPA5",5,350,16.81,8.301862549103328e-06,196,0.00012122413579353942
HP_FAILURE_TO_THRIVE,"ABCC8, INS, KCNJ11, GCK, PDX1, SOX9, SLC2A2",7,981,8.39,8.431134144480818e-06,197,0.00012248683208885332
GOBP_CELLULAR_RESPONSE_TO_STARVATION,"ATF4, HSPA5, XBP1, EIF2AK3",4,160,29.41,8.656868412454206e-06,198,0.00012513109796183808
HP_ABNORMAL_RENAL_MORPHOLOGY,"ABCC8, INS, KCNJ11, GCK, PDX1, SOX9, SLC2A2",7,988,8.34,8.83460300150123e-06,199,0.00012705846125777147
HP_GENERALIZED_ONSET_SEIZURE,"ABCC8, INS, KCNJ11, GCK, PDX1",5,359,16.39,9.389589553341883e-06,200,0.00013436502650832234
HP_MOTOR_SEIZURE,"ABCC8, INS, KCNJ11, GCK, PDX1",5,362,16.25,9.775972612938068e-06,202,0.0001385090773179641
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,"ERN1, HSPA5, XBP1",3,50,70.59,9.753703662341144e-06,201,0.00013888109393840972
HP_ABNORMALITY_OF_THE_LIVER,"ABCC8, INS, KCNJ11, PDX1, GCK, EIF2AK3, SLC2A2",7,1008,8.17,1.0077418370836222e-05,203,0.0001420767062922821
HP_DEVIATION_OF_THE_4TH_FINGER,"KCNJ11, ABCC8",2,6,392.16,1.018012302939345e-05,205,0.00014212444931767832
GOMF_ATP_ACTIVATED_INWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY,"KCNJ11, ABCC8",2,6,392.16,1.018012302939345e-05,204,0.00014282113779472575
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,"DDIT3, XBP1, INS, EIF2AK3, PDX1",5,367,16.03,1.0447560571720663e-05,206,0.00014515008910808027
GOBP_NITROGEN_COMPOUND_TRANSPORT,"ABCC8, XBP1, INS, KCNJ11, MAFA, GCK, NKX6-1, PDX1, HSPA5",9,1993,5.31,1.0992466270940756e-05,207,0.00015198279452865917
HP_LIMB_JOINT_CONTRACTURE,"ABCC8, INS, KCNJ11, GCK, PDX1",5,372,15.81,1.115480871614769e-05,209,0.0001527514954335631
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,"DDIT3, ABCC8, XBP1, ATF4, INS, NKX6-1, EIF2AK3, SOX9",8,1470,6.4,1.1133075363359572e-05,208,0.00015318683504776488
HP_ABNORMALITY_OF_FLUID_REGULATION,"ABCC8, INS, KCNJ11, PDX1, GCK, EIF2AK3",6,660,10.7,1.1445373315642103e-05,210,0.0001559840877588938
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS,"DDIT3, ATF4, HSPA5",3,53,66.59,1.1639308268475806e-05,211,0.0001578753567032121
HP_ABNORMALITY_OF_URINE_HOMEOSTASIS,"ABCC8, INS, KCNJ11, GCK, PDX1, SLC2A2",6,667,10.58,1.2155124309608127e-05,212,0.00016409417817970972
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,"KCNJ11, GCK, ABCC8, SLC2A2",4,177,26.59,1.2897539303971039e-05,213,0.0001732993309294137
GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION,"DDIT3, ABCC8, IAPP, XBP1, NKX6-1, SOX9",6,686,10.29,1.4263952954779295e-05,215,0.00018987643421664345
GOBP_ATF6_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,"DDIT3, HSPA5",2,7,336.13,1.4245046156827741e-05,214,0.00019051085093850932
HP_ABNORMALITY_OF_ACID_BASE_HOMEOSTASIS,"ABCC8, INS, KCNJ11, EIF2AK3, SLC2A2",5,395,14.89,1.4906221233387257e-05,216,0.00019750743134238117
HP_REDUCED_CONSCIOUSNESS_CONFUSION,"ABCC8, INS, KCNJ11, GCK, PDX1",5,401,14.67,1.6030669304058994e-05,217,0.00021142753708855688
GOBP_RESPONSE_TO_PEPTIDE_HORMONE,"ABCC8, XBP1, INS, NKX6-1, GCK",5,404,14.56,1.6617226349352466e-05,218,0.00021815826519195762
GOBP_REGULATION_OF_CELL_DIFFERENTIATION,"DDIT3, ABCC8, IAPP, XBP1, INS, ATF4, NKX6-1, SOX9",8,1565,6.01,1.7665913825442266e-05,219,0.00023086687382838246
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,"ABCC8, KCNJ11, NKX6-1, PDX1, HSPA5",5,411,14.31,1.805124373792764e-05,220,0.00023483027080885868
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS,"NKX6-1, PDX1",2,8,294.12,1.898389841911267e-05,221,0.0002458457795271514
HP_INTELLECTUAL_DISABILITY_SEVERE,"ABCC8, INS, KCNJ11, GCK, PDX1",5,424,13.87,2.0969897129697782e-05,222,0.00027034164678015787
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,"DDIT3, GCK, INS",3,66,53.48,2.258130171448689e-05,223,0.0002898102489096927
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION,"NKX6-1, GCK, PDX1",3,67,52.68,2.3627383772358465e-05,224,0.00030188201944861574
HP_THICKENED_EARS,"KCNJ11, ABCC8",2,9,261.44,2.439566607724256e-05,226,0.00030893980669499205
GOMF_CAMP_RESPONSE_ELEMENT_BINDING_PROTEIN_BINDING,"DDIT3, ATF4",2,9,261.44,2.439566607724256e-05,225,0.00031031287250252534
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SECRETION,"KCNJ11, INS, ABCC8",3,68,51.9,2.470489564499321e-05,227,0.0003114775829778439
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION,"INS, EIF2AK3, NKX6-1, GCK, PDX1",5,445,13.22,2.645062469377273e-05,228,0.0003320249468139366
GOBP_PROTEIN_KINASE_B_SIGNALING,"DDIT3, SOX9, INS, IAPP",4,216,21.79,2.8201644078665574e-05,229,0.0003524589753412265
HP_ABNORMAL_CIRCULATING_METABOLITE_CONCENTRATION,"ABCC8, INS, KCNJ11, PDX1, GCK, EIF2AK3, SLC2A2",7,1183,6.96,2.8622025094439362e-05,231,0.0003546157394817552
HP_PERIPHERAL_NEUROPATHY,"ABCC8, INS, KCNJ11, GCK, PDX1",5,452,13.01,2.850626538701793e-05,230,0.00035471709364193616
REACTOME_CELLULAR_RESPONSES_TO_STIMULI,"DDIT3, XBP1, ERN1, ATF4, EIF2AK3, HSPA5",6,783,9.02,3.017752228011387e-05,232,0.00037227615847278405
GOBP_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,"DDIT3, INS, ATF4, PDX1, GCK, NKX6-1, EIF2AK3, SOX9",8,1693,5.56,3.141221945594767e-05,233,0.00038584451537734864
HP_INCREASED_BODY_WEIGHT,"ABCC8, INS, KCNJ11, GCK, PDX1",5,475,12.38,3.615120167423329e-05,235,0.00044027548592193903
GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,"DDIT3, IAPP, XBP1, ERN1, INS, PDX1, EIF2AK3, SOX9",8,1725,5.46,3.600209300522994e-05,234,0.00044033329137165846
ZHOU_PANCREATIC_EXOCRINE_PROGENITOR,"SOX9, PDX1",2,11,213.9,3.7233897952889034e-05,239,0.0004458720332266461
GOMF_CIS_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,"DDIT3, XBP1, ATF4, NKX6-1, MAFA, PDX1, SOX9",7,1230,6.7,3.682054094114892e-05,236,0.0004465270685320687
GOMF_LEUCINE_ZIPPER_DOMAIN_BINDING,"DDIT3, ATF4",2,11,213.9,3.7233897952889034e-05,238,0.00044774544513095975
WP_PTF1A_RELATED_REGULATORY_PATHWAY,"NKX6-1, PDX1",2,11,213.9,3.7233897952889034e-05,237,0.00044963466641843213
GOBP_REGULATION_OF_TRANSPORT,"ABCC8, XBP1, ATF4, INS, KCNJ11, GCK, NKX6-1, PDX1",8,1749,5.38,3.9806502352838525e-05,240,0.0004746925405575994
GOBP_CYTOKINE_PRODUCTION,"DDIT3, ABCC8, XBP1, ATF4, INS, EIF2AK3",6,828,8.53,4.13313230382079e-05,241,0.0004908308984869337
GOBP_RESPONSE_TO_PEPTIDE,"ABCC8, XBP1, INS, NKX6-1, GCK",5,494,11.91,4.359728208784912e-05,243,0.0005134791001457786
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS,"ALDH1A3, XBP1, ATF4, INS, KCNJ11, GCK, PDX1, SOX9",8,1771,5.31,4.358763880181867e-05,242,0.0005154868688049795
GOBP_POTASSIUM_ION_TRANSPORT,"KCNJ11, GCK, ATF4, ABCC8",4,243,19.37,4.467983647642126e-05,248,0.0005156197257883777
HP_SMALL_FOR_GESTATIONAL_AGE,"KCNJ11, GCK, INS, ABCC8",4,243,19.37,4.467983647642126e-05,247,0.0005177072550425816
HP_INCREASED_C_PEPTIDE_LEVEL,"KCNJ11, ABCC8",2,12,196.08,4.4658340017496104e-05,246,0.0005195616631303814
HP_PANCREATIC_ISLET_CELL_HYPERPLASIA,"KCNJ11, ABCC8",2,12,196.08,4.4658340017496104e-05,245,0.0005216823229798932
GOBP_RESPONSE_TO_HORMONE,"ABCC8, XBP1, INS, NKX6-1, GCK, PDX1",6,842,8.38,4.5410063923127744e-05,249,0.0005219421805140225
HP_ABNORMAL_4TH_FINGER_MORPHOLOGY,"KCNJ11, ABCC8",2,12,196.08,4.4658340017496104e-05,244,0.0005238203652871879
GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS,"ATF4, HSPA5, XBP1, EIF2AK3",4,245,19.21,4.6130186468144135e-05,250,0.000528098374687314
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS,"GCK, INS, ATF4",3,86,41.04,4.997408403838211e-05,251,0.0005698240179994007
GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,"ERN1, XBP1",2,13,181.0,5.275165317028213e-05,252,0.000599108061005347
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,"DDIT3, HSPA5, XBP1, EIF2AK3",4,256,18.38,5.473243663051218e-05,253,0.0006191471685238176
GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS,"DDIT3, ABCC8, IAPP, ATF4, SOX9",5,524,11.23,5.7726714131499164e-05,254,0.0006504482513557111
GOBP_RESPONSE_TO_INSULIN,"GCK, INS, ABCC8, XBP1",4,261,18.03,5.900766560914867e-05,255,0.0006622742704838568
HP_INTRAUTERINE_GROWTH_RETARDATION,"ABCC8, INS, KCNJ11, GCK, PDX1",5,529,11.12,6.039142170532118e-05,256,0.0006751572223462079
ZHOU_PANCREATIC_ENDOCRINE_PROGENITOR,"MAFA, NKX6-1",2,14,168.07,6.151282899180266e-05,257,0.0006850183524301137
GOBP_CELLULAR_RESPONSE_TO_STRESS,"DDIT3, XBP1, ERN1, ATF4, INS, PDX1, EIF2AK3, HSPA5",8,1869,5.04,6.434406129249245e-05,258,0.0007137701682911372
MEISSNER_BRAIN_HCP_WITH_H3K27ME3,"NKX6-1, MAFA, ALDH1A3, PDX1",4,271,17.36,6.828484586649402e-05,259,0.0007545607292274359
GOBP_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS,"XBP1, ATF4, INS, NKX6-1, GCK, SOX9, HSPA5",7,1355,6.08,6.856018544917798e-05,260,0.0007546894259828745
REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY,"DDIT3, ATF4",2,15,156.86,7.094086012375736e-05,261,0.0007779032248053393
GOMF_LRR_DOMAIN_BINDING,"DDIT3, ATF4",2,16,147.06,8.10347402680692e-05,263,0.0008818305195711561
GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS,"GCK, INS",2,16,147.06,8.10347402680692e-05,262,0.0008851962849130308
GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,"SOX9, GCK, INS",3,102,34.6,8.314164593149237e-05,267,0.0008912037103218396
GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS,"ALDH1A3, XBP1, ATF4, INS, GCK",5,565,10.41,8.251332901631497e-05,264,0.0008945194986541418
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,"INS, XBP1, PDX1",3,102,34.6,8.314164593149237e-05,266,0.0008945541002102675
HP_ABNORMALITY_OF_THE_CALVARIA,"ABCC8, INS, KCNJ11, GCK, PDX1, SOX9",6,938,7.53,8.29911935755488e-05,265,0.000896304890615927
GOBP_FATTY_ACID_HOMEOSTASIS,"INS, XBP1",2,17,138.41,9.179346418596426e-05,270,0.0009730107203712212
HELLER_HDAC_TARGETS_DN,"DDIT3, ATF4, HSPA5, XBP1",4,293,16.06,9.239493482131526e-05,271,0.0009757723374856245
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,"DDIT3, ABCC8, IAPP, XBP1, NKX6-1, SOX9",6,957,7.38,9.277000862852545e-05,272,0.0009761314878486758
GOBP_NEGATIVE_REGULATION_OF_GLUCONEOGENESIS,"GCK, INS",2,17,138.41,9.179346418596426e-05,269,0.0009766278605956495
WP_CORI_CYCLE,"INS, SLC2A2",2,17,138.41,9.179346418596426e-05,268,0.0009802719944038423
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS,"NKX6-1, GCK, INS, XBP1",4,294,16.01,9.362035587081841e-05,273,0.000981470543964404
GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,"DDIT3, XBP1, ATF4, NKX6-1, MAFA, PDX1, SOX9",7,1425,5.78,9.45175647734412e-05,274,0.0009872601108817107
GOBP_ORGANIC_ACID_METABOLIC_PROCESS,"ALDH1A3, XBP1, ATF4, INS, GCK, SOX9",6,964,7.32,9.659775770223479e-05,277,0.0009980605868007075
GOMF_IDENTICAL_PROTEIN_BINDING,"DDIT3, ALDH1A3, IAPP, ERN1, XBP1, INS, ATF4, EIF2AK3",8,1977,4.76,9.632601640356419e-05,276,0.0009988589092282632
HP_ABNORMAL_RETINAL_MORPHOLOGY,"ALDH1A3, ABCC8, INS, KCNJ11, GCK, PDX1",6,963,7.33,9.60433007126315e-05,275,0.0009995488241438231
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT,"GCK, ATF4, ABCC8",3,110,32.09,0.00010406731858230953,278,0.0010713693013761508
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS,"ALDH1A3, XBP1, INS, GCK, SOX9",5,602,9.77,0.00011131903157992124,279,0.0011419178078198372
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,"NKX6-1, GCK, INS, PDX1",4,308,15.28,0.00011204913019763204,280,0.0011453021808057959
GOBP_POSITIVE_REGULATION_OF_CELL_DEATH,"DDIT3, ALDH1A3, IAPP, ATF4, PDX1",5,604,9.74,0.00011307167289425915,281,0.0011516410242824544
GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION,"ATF4, EIF2AK3",2,19,123.84,0.00011530142767840537,282,0.0011701868298425397
GOBP_NEGATIVE_REGULATION_OF_CELL_DEATH,"XBP1, ATF4, INS, PDX1, SOX9, HSPA5",6,1015,6.95,0.00012848226455061112,284,0.001294775496985384
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,"XBP1, PDX1",2,20,117.65,0.00012804866206364468,283,0.00129496562129382
GOBP_BONE_MINERALIZATION,"SOX9, ATF4, EIF2AK3",3,120,29.41,0.0001347098950992289,285,0.0013527709465754143
GOBP_NERVOUS_SYSTEM_PROCESS,"DDIT3, ALDH1A3, ABCC8, IAPP, INS, KCNJ11, EIF2AK3",7,1510,5.45,0.00013643759462520836,286,0.0013653300553054068
GOBP_CAMERA_TYPE_EYE_MORPHOGENESIS,"SOX9, ATF4, ALDH1A3",3,122,28.93,0.00014146835074339628,287,0.001410740138772126
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION,"DDIT3, ABCC8, ERN1, INS, PDX1, NKX6-1, EIF2AK3",7,1523,5.41,0.00014402246181399609,288,0.001431223214276586
GOBP_ANIMAL_ORGAN_MORPHOGENESIS,"ALDH1A3, XBP1, ATF4, NKX6-1, PDX1, SOX9",6,1037,6.81,0.0001446079542284489,289,0.0014320690830512829
GOMF_HEAT_SHOCK_PROTEIN_BINDING,"ERN1, HSPA5, EIF2AK3",3,125,28.24,0.00015201448990699736,290,0.0015002257590131947
HP_ABNORMALITY_OF_THE_FOREHEAD,"ABCC8, INS, KCNJ11, GCK, PDX1, SOX9",6,1052,6.71,0.00015650278060556436,291,0.001539212914409365
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,"KCNJ11, INS, ABCC8",3,128,27.57,0.00016306011259387994,292,0.0015982124734372752
MARIADASON_RESPONSE_TO_CURCUMIN_SULINDAC_5,"ATF4, XBP1",2,23,102.3,0.0001702513668078012,294,0.0016573449381085954
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I,"ATF4, EIF2AK3",2,23,102.3,0.0001702513668078012,293,0.0016630014054741537
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS,"ATF4, XBP1",2,24,98.04,0.0001856359392436015,296,0.0017948988449837415
HP_ABNORMAL_ENDOCRINE_PHYSIOLOGY,"KCNJ11, ABCC8",2,24,98.04,0.0001856359392436015,295,0.001800983247848093
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,"SOX9, XBP1, PDX1",3,137,25.76,0.00019929787715296636,297,0.0019205068162013123
GOBP_NEGATIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION,"DDIT3, SOX9",2,25,94.12,0.00020167735156748618,299,0.001930436723030587
HP_LOSS_OF_CONSCIOUSNESS,"KCNJ11, ABCC8",2,25,94.12,0.00020167735156748618,298,0.0019369146986112265
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE,"NKX6-1, GCK, INS, XBP1",4,364,12.93,0.00021290611098146416,300,0.002031124298763168
